"phylum","class","order","family","genus","species","body_mass_kg","brain_mass_kg","brain_body_ratio"
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur fulvus",1.4,0.0233,0.0166428571428571
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur macaco",1.629625,0.0235,0.0152687824429843
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur mongoz",1.5695,0.02405,0.0156062141840475
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur rufiventer",1.4,0.0266,0.019
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur rufriventer",1.4025,0.0266,0.0201710377851776
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur variegatus",3,0.0315,0.0105
"Chordata","Mammalia","Primates","Lemuridae","Lemur","Lemur catta",2.055,0.02141,0.0106126757619527
"Chordata","Mammalia","Primates","Lemuridae","Prolemur","Prolemur simus",1.3,0.00953,0.00733076923076923
"Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur","Lepilemur ruficaudatus",0.915,0.0076,0.00830601092896175
"Chordata","Mammalia","Primates","Lorisidae","Loris","Loris tardigradus",0.322,0.0063,0.0195652173913043
"Chordata","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus coucang",0.62775,0.01262,0.0201344393592677
"Chordata","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus pygmaeus",0.48,0.0078,0.01625
"Chordata","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus tardigradus",0.446,0.01245,0.0280458007330197
"Chordata","Mammalia","Primates","Lorisidae","Perodicticus","Perodicticus potto",0.872443333333333,0.0123233333333333,0.0151406625182291
"Chordata","Mammalia","Primates","Tarsiidae","Carlito","Carlito syrichta",0.0875,0.00363,0.0414857142857143
"Chordata","Mammalia","Primates","Tarsiidae","Tarsius","Tarsius bancanus",0.0776,0.0027,0.0347938144329897
"Chordata","Mammalia","Primates","Tarsiidae","Tarsius","Tarsius spectrum",0.17,0.00465,0.0273529411764706
"Chordata","Mammalia","Rodentia","Capromyidae","Capromys","Capromys pilorides",0.155,0.0045,0.0290322580645161
"Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis",5.005,0.0275,0.00557957930847702
"Chordata","Mammalia","Rodentia","Caviidae","Cavia","Cavia apera",0.088,0.0028,0.0318181818181818
"Chordata","Mammalia","Rodentia","Caviidae","Cavia","Cavia porcellus",0.359000909090909,0.00396,0.0129410610649427
"Chordata","Mammalia","Rodentia","Caviidae","Hydrochoerus","Hydrochoerus isthmius",27.67,0.05221,0.00188688109866281
"Chordata","Mammalia","Rodentia","Chinchillidae","Lagidium","Lagidium viscacia",2.4605,0.015075,0.00691823291181928
"Chordata","Mammalia","Rodentia","Cricetidae","Cricetus","Cricetus cricetus",0.297,0.0022,0.00740740740740741
"Chordata","Mammalia","Rodentia","Cricetidae","Dicrostonyx","Dicrostonyx groenlandicus",0.05365,0.0008715,0.0162721894211244
"Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","Lemmus trimucronatus",0.04,0.001219,0.0312604166666667
"Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus drummondi",0.0263666666666667,0.0006598,0.0255965742421859
"Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus",0.0314666666666667,0.000739833333333333,0.02447499428664
"Chordata","Mammalia","Rodentia","Cricetidae","Ondatra","Ondatra zibethicus",0.9,0.00533,0.00592222222222222
"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus sp.",0.0168666666666667,0.0004337,0.0266756533618437
"Chordata","Mammalia","Rodentia","Cuniculidae","Cuniculus","Cuniculus paca",5.635,0.0358,0.00635314995563443
"Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",3.786,0.0293966666666667,0.0074449094279947
"Chordata","Mammalia","Rodentia","Dipodidae","Allactaga","Allactaga saliens",0.193,0.0035,0.0181347150259067
"Chordata","Mammalia","Rodentia","Dipodidae","Jaculus","Jaculus orientalis",0.098,0.0025,0.0255102040816327
"Chordata","Mammalia","Rodentia","Dipodidae","Zapus","Zapus hudsonicus",0.01725,0.00060905,0.0352047313880556
"Chordata","Mammalia","Rodentia","Echimyidae","Clyomys","Clyomys laticeps",0.201,0.00352,0.0175124378109453
"Chordata","Mammalia","Rodentia","Echimyidae","Echimys","Echimys chrysurus",0.652,0.00502,0.00769938650306748
"Chordata","Mammalia","Rodentia","Echimyidae","Makalata","Makalata didelphoides",0.108,0.00345,0.0319444444444444
"Chordata","Mammalia","Rodentia","Echimyidae","Makalata","Makalata macrura",0.439,0.00389,0.00886104783599089
"Chordata","Mammalia","Rodentia","Echimyidae","Mesomys","Mesomys hispidus",0.175,0.00264,0.0150857142857143
"Chordata","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys brevicauda",0.285,0.00295,0.0103508771929825
"Chordata","Mammalia","Rodentia","Erethizontidae","Coendou","Coendou prehensilis",4.4,0.01673,0.00380227272727273
"Chordata","Mammalia","Rodentia","Erethizontidae","Coendou","Coendou rothschildi",2,0.02085,0.010425
"Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","Erethizon dorsatum",2.97833333333333,0.0237133333333333,0.00813075915157152
"Chordata","Mammalia","Rodentia","Erethizontidae","Sphiggurus","Sphiggurus vestitus",0.736,0.01171,0.0159103260869565
"Chordata","Mammalia","Rodentia","Gliridae","Glis","Glis glis",0.148,0.0019,0.0128378378378378
"Chordata","Mammalia","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius",0.013,5e-04,0.0384615384615385
"Chordata","Mammalia","Rodentia","Hystricidae","Atherurus","Atherurus africanus",3.629,0.0253,0.00697161752548912
"Chordata","Mammalia","Rodentia","Hystricidae","Atherurus","Atherurus macrourus",2,0.03157,0.015785
"Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix africaeaustralis",14.936,0.03571,0.00239086770219604
"Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix brachyura",8,0.03764,0.004705
"Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix cristata",20,0.04955,0.0024775
"Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix indica",14.65,0.04407,0.00300819112627986
"Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix sumatrae",3.26,0.02704,0.00829447852760736
"Chordata","Mammalia","Rodentia","Hystricidae","Trichys","Trichys fasciculata",1.56,0.01305,0.00836538461538461
"Chordata","Mammalia","Rodentia","Muridae","Gerbillus","Gerbillus gerbillus",0.095,0.0034,0.0357894736842105
"Chordata","Mammalia","Rodentia","Muridae","Mastomys","Mastomys coucha",0.0218,0.0007132,0.0327155963302752
"Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",0.2985,0.00499,0.0160008329772104
"Chordata","Mammalia","Rodentia","Sciuridae","Ictidomys","Ictidomys tridecemlineatus",0.1575,0.0023,0.0159347826086957
"Chordata","Mammalia","Rodentia","Sciuridae","Marmota","Marmota sibirica",1.89,0.0181,0.00957671957671958
"Chordata","Mammalia","Rodentia","Sciuridae","Rubrisciurus","Rubrisciurus rubriventer",0.365,0.0067,0.0183561643835616
"Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",0.328,0.0072,0.0219512195121951
"Chordata","Mammalia","Rodentia","Sciuridae","Tamias","Tamias striatus",0.075,0.0016,0.0213333333333333
"Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus",0.1692,0.0044,0.0315011013994254
"Chordata","Mammalia","Rondentia","Muridae","Meriones","Meriones unguiculatus",0.054,0.000968,0.0179259259259259
"Chordata","Mammalia","Rondentia","Muridae","Mus","Mus sp.",0.024,0.000403,0.0167916666666667
"Chordata","Mammalia","Rondentia","Muridae","Rattus","Rattus sp.",0.179,0.001537,0.00858659217877095
"Chordata","Mammalia","Scandentia","Tupaiidae","Tupaia","Tupaia glis",0.15,0.00315,0.021
"Chordata","Mammalia","Scandentia","Tupaiidae","Tupaia","Tupaia javanica",0.105,0.00255,0.0242857142857143
"Chordata","Mammalia","Scandentia","Tupaiidae","Urogale","Urogale everetti",0.275,0.00428,0.0155636363636364
"Chordata","Mammalia","Soricomorpha","Talpidae","Desmana","Desmana moschata",0.44,0.004,0.00909090909090909
"Chordata","Mammalia","Xenarthra","Megalonychidae","Choloepus","Choloepus didactylus",5.07,0.0282,0.00556213017751479
"Chordata","Mammalia","Xenarthra","Myrmecophagidae","Tamandua","Tamandua tetradactyla",4.361,0.0275,0.00630589314377436
"Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","Alligator mississippiensis",134.85,0.0102275,8.71160326606148e-05
"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus","Crocodylus acutus",134,0.0156,0.000116417910447761
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus caudicinctus",0.01528,0.000105837627392,0.00692654629528796
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus cristatus",0.03557,0.000182870277632,0.00514113797109924
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus decresii",0.01608,0.00011085896192,0.00689421404975124
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus fionni",0.01493,9.8617652224e-05,0.00660533504514401
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus fordi",0.00399,4.6336152576e-05,0.0116130708210526
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus gibba",0.01507,0.000102931788288,0.00683024474372926
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus isolepis",0.00819,6.574770944e-05,0.00802780335042735
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus nuchalis",0.02619,0.000148007104,0.005651283085147
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus ornatus",0.02175,0.000117611626496,0.00540743110326437
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus pictus",0.00959,8.3510948864e-05,0.00870812814014599
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus rufescens",0.02044,0.000120325051392,0.00588674419726027
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus salinarum",0.00884,8.3453927424e-05,0.00944048952760181
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus tjantjalka",0.01056,9.4429095936e-05,0.00894214923636364
"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus","Ctenophorus vadnappa",0.01435,0.000104970371072,0.00731500843707317
"Chordata","Reptilia","Squamata","Boidae","Boa","Boa constrictor",1.829,0.00044,0.000240568616730454
"Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor",0.431,0.000291,0.000745262990745249
"Chordata","Reptilia","Squamata","Colubridae","Hierophis","Hierophis viridiflavus",0.22,0.000209,0.00095
"Chordata","Reptilia","Squamata","Colubridae","Natrix","Natrix natrix",0.07,1e-04,0.00142857142857143
"Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",0.0545,1e-04,0.00181933198380567
"Chordata","Reptilia","Squamata","Helodermatidae","Heloderma","Heloderma suspectum",0.514,0.000729,0.00141828793774319
"Chordata","Reptilia","Squamata","Iguanidae","Amblyrhynchus","Amblyrhynchus cristatus",4.19,0.00144,0.000343675417661098
"Chordata","Reptilia","Squamata","Iguanidae","Phrynosoma","Phrynosoma coronatum",0.02495,0.0001326,0.00531419277108434
"Chordata","Reptilia","Squamata","Lacertidae","Lacerta","Lacerta viridis",0.038,0.0001275,0.00378692307692308
"Chordata","Reptilia","Squamata","Pythonidae","Python","Python bivittatus",6.14,0.001123,0.000182899022801303
"Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","Agkistrodon piscivorus",0.728,0.00064,0.000879120879120879
"Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas",91.17,0.00721,8.03892568984432e-05
"Chordata","Reptilia","Testudines","Chelydridae","Chelydra","Chelydra serpentina",5.125,0.00098,0.000191219512195122
"Chordata","Reptilia","Testudines","Chelydridae","Macrochelys","Macrochelys lacertina",1.848,0.00101,0.000546536796536797
"Chordata","Reptilia","Testudines","Cryptodira","Emys","Emys orbicularis",0.25,0.00025,0.001
"Chordata","Reptilia","Testudines","Emydidae","Clemmys","Clemmys guttata",2.163,0.00136,0.000628756356911697
"Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo graeca",0.32,3e-04,0.0009375
"Chordata","Reptilia","Testudines","Trionychidae","Apalone","Apalone forex",3.253,0.0025,0.000768521364893944
"Mollusca","Gastropoda","Stylommatophora","Limacidae","Limax","Limax maximus",0.00417,1.33e-05,0.003189448441247
